id,bpm,timestamp,human_readable
1484,77.0,1617502665,04/03/2021 22:17:45
1485,78.0,1617502666,04/03/2021 22:17:46
1486,78.0,1617502667,04/03/2021 22:17:47
1487,77.0,1617502671,04/03/2021 22:17:51
1488,74.0,1617502682,04/03/2021 22:18:02
1489,76.0,1617502689,04/03/2021 22:18:09
1490,75.0,1617502691,04/03/2021 22:18:11
1491,73.0,1617502703,04/03/2021 22:18:23
1492,75.0,1617502704,04/03/2021 22:18:24
1493,74.0,1617502705,04/03/2021 22:18:25
1494,76.0,1617502709,04/03/2021 22:18:29
1495,77.0,1617502711,04/03/2021 22:18:31
1496,77.0,1617502713,04/03/2021 22:18:33
1497,77.0,1617502716,04/03/2021 22:18:36
1498,77.0,1617502717,04/03/2021 22:18:37
1499,76.0,1617502718,04/03/2021 22:18:38
1500,75.0,1617502723,04/03/2021 22:18:43
1501,76.0,1617502725,04/03/2021 22:18:45
1502,77.0,1617502726,04/03/2021 22:18:46
1503,76.0,1617502731,04/03/2021 22:18:51
1504,75.0,1617502733,04/03/2021 22:18:53
1505,77.0,1617502734,04/03/2021 22:18:54
1506,78.0,1617502735,04/03/2021 22:18:55
1507,79.0,1617502737,04/03/2021 22:18:57
1508,79.0,1617502739,04/03/2021 22:18:59
1509,79.0,1617502741,04/03/2021 22:19:01
1510,78.0,1617502741,04/03/2021 22:19:01
1511,77.0,1617502744,04/03/2021 22:19:04
1512,76.0,1617502744,04/03/2021 22:19:04
1513,74.0,1617502752,04/03/2021 22:19:12
1514,75.0,1617502753,04/03/2021 22:19:13
1515,75.0,1617502757,04/03/2021 22:19:17
1516,75.0,1617502763,04/03/2021 22:19:23
1517,76.0,1617502764,04/03/2021 22:19:24
1518,77.0,1617502765,04/03/2021 22:19:25
1519,78.0,1617502767,04/03/2021 22:19:27
1520,80.0,1617502770,04/03/2021 22:19:30
1521,79.0,1617502771,04/03/2021 22:19:31
1522,80.0,1617502780,04/03/2021 22:19:40
1523,79.0,1617502786,04/03/2021 22:19:46
1524,79.0,1617502786,04/03/2021 22:19:46
1525,79.0,1617502787,04/03/2021 22:19:47
1526,79.0,1617502790,04/03/2021 22:19:50
1527,81.0,1617502796,04/03/2021 22:19:56
1528,81.0,1617502797,04/03/2021 22:19:57
1529,81.0,1617502798,04/03/2021 22:19:58
1530,81.0,1617502800,04/03/2021 22:20:00
1531,77.0,1617502803,04/03/2021 22:20:03
1532,76.0,1617502806,04/03/2021 22:20:06
1533,76.0,1617502807,04/03/2021 22:20:07
1534,77.0,1617502808,04/03/2021 22:20:08
1535,77.0,1617502811,04/03/2021 22:20:11
1536,75.0,1617502818,04/03/2021 22:20:18
1537,74.0,1617502820,04/03/2021 22:20:20
1538,75.0,1617502822,04/03/2021 22:20:22
1539,74.0,1617502823,04/03/2021 22:20:23
1540,74.0,1617502824,04/03/2021 22:20:24
1541,74.0,1617502829,04/03/2021 22:20:29
1542,74.0,1617502830,04/03/2021 22:20:30
1543,74.0,1617502835,04/03/2021 22:20:35
1544,74.0,1617502836,04/03/2021 22:20:36
1545,76.0,1617502848,04/03/2021 22:20:48
1546,77.0,1617502850,04/03/2021 22:20:50
1547,79.0,1617502851,04/03/2021 22:20:51
1548,79.0,1617502852,04/03/2021 22:20:52
1549,80.0,1617502855,04/03/2021 22:20:55
1550,81.0,1617502855,04/03/2021 22:20:55
1551,82.0,1617502856,04/03/2021 22:20:56
1552,81.0,1617502858,04/03/2021 22:20:58
1553,80.0,1617502861,04/03/2021 22:21:01
1554,82.0,1617502870,04/03/2021 22:21:10
1555,82.0,1617502876,04/03/2021 22:21:16
1556,81.0,1617502877,04/03/2021 22:21:17
1557,80.0,1617502879,04/03/2021 22:21:19
1558,82.0,1617502883,04/03/2021 22:21:23
1559,82.0,1617502886,04/03/2021 22:21:26
1560,82.0,1617502888,04/03/2021 22:21:28
1561,80.0,1617502896,04/03/2021 22:21:36
1562,77.0,1617502906,04/03/2021 22:21:46
1563,77.0,1617502911,04/03/2021 22:21:51
1564,76.0,1617502912,04/03/2021 22:21:52
1565,75.0,1617502918,04/03/2021 22:21:58
1566,75.0,1617502918,04/03/2021 22:21:58
1567,75.0,1617502930,04/03/2021 22:22:10
1568,75.0,1617502931,04/03/2021 22:22:11
1569,76.0,1617502932,04/03/2021 22:22:12
1570,76.0,1617502934,04/03/2021 22:22:14
1571,76.0,1617502936,04/03/2021 22:22:16
1572,76.0,1617502940,04/03/2021 22:22:20
1573,76.0,1617502941,04/03/2021 22:22:21
1574,76.0,1617502942,04/03/2021 22:22:22
1575,77.0,1617502950,04/03/2021 22:22:30
1576,74.0,1617502952,04/03/2021 22:22:32
1577,72.0,1617502959,04/03/2021 22:22:39
1578,73.0,1617502963,04/03/2021 22:22:43
1579,73.0,1617502964,04/03/2021 22:22:44
1580,74.0,1617502965,04/03/2021 22:22:45
1581,74.0,1617502968,04/03/2021 22:22:48
1582,74.0,1617502969,04/03/2021 22:22:49
1583,77.0,1617502981,04/03/2021 22:23:01
1584,77.0,1617502982,04/03/2021 22:23:02
1585,76.0,1617502983,04/03/2021 22:23:03
1586,76.0,1617502986,04/03/2021 22:23:06
1587,75.0,1617502991,04/03/2021 22:23:11
1588,74.0,1617502992,04/03/2021 22:23:12
1589,78.0,1617503004,04/03/2021 22:23:24
1590,79.0,1617503010,04/03/2021 22:23:30
1591,78.0,1617503015,04/03/2021 22:23:35
1592,79.0,1617503016,04/03/2021 22:23:36
1593,78.0,1617503017,04/03/2021 22:23:37
1594,80.0,1617503034,04/03/2021 22:23:54
1595,81.0,1617503036,04/03/2021 22:23:56
1596,82.0,1617503038,04/03/2021 22:23:58
1597,81.0,1617503039,04/03/2021 22:23:59
1598,80.0,1617503042,04/03/2021 22:24:02
1599,78.0,1617503048,04/03/2021 22:24:08
1600,77.0,1617503050,04/03/2021 22:24:10
1601,76.0,1617503053,04/03/2021 22:24:13
1602,77.0,1617503059,04/03/2021 22:24:19
1603,76.0,1617503060,04/03/2021 22:24:20
1604,77.0,1617503065,04/03/2021 22:24:25
1605,76.0,1617503073,04/03/2021 22:24:33
1606,77.0,1617503100,04/03/2021 22:25:00
1607,77.0,1617503101,04/03/2021 22:25:01
1608,74.0,1617503107,04/03/2021 22:25:07
1609,74.0,1617503109,04/03/2021 22:25:09
1610,75.0,1617503110,04/03/2021 22:25:10
1611,76.0,1617503114,04/03/2021 22:25:14
1612,77.0,1617503126,04/03/2021 22:25:26
1613,76.0,1617503127,04/03/2021 22:25:27
1614,77.0,1617503134,04/03/2021 22:25:34
1615,80.0,1617503157,04/03/2021 22:25:57
1616,74.0,1617503280,04/03/2021 22:28:00
1617,74.0,1617503282,04/03/2021 22:28:02
1618,75.0,1617503282,04/03/2021 22:28:02
1619,71.0,1617503361,04/03/2021 22:29:21
1620,78.0,1617503384,04/03/2021 22:29:44
1621,76.0,1617503386,04/03/2021 22:29:46
1622,80.0,1617503447,04/03/2021 22:30:47
1623,79.0,1617503448,04/03/2021 22:30:48
1624,79.0,1617503449,04/03/2021 22:30:49
1625,80.0,1617503452,04/03/2021 22:30:52
1626,81.0,1617503453,04/03/2021 22:30:53
1627,80.0,1617503459,04/03/2021 22:30:59
1628,80.0,1617503478,04/03/2021 22:31:18
1629,81.0,1617503478,04/03/2021 22:31:18
1630,80.0,1617503482,04/03/2021 22:31:22
1631,79.0,1617503494,04/03/2021 22:31:34
1632,78.0,1617503496,04/03/2021 22:31:36
1633,79.0,1617503506,04/03/2021 22:31:46
1634,80.0,1617503509,04/03/2021 22:31:49
1635,81.0,1617503511,04/03/2021 22:31:51
1636,82.0,1617503513,04/03/2021 22:31:53
1637,82.0,1617503514,04/03/2021 22:31:54
1638,80.0,1617503525,04/03/2021 22:32:05
1639,79.0,1617503529,04/03/2021 22:32:09
1640,78.0,1617503532,04/03/2021 22:32:12
1641,77.0,1617503536,04/03/2021 22:32:16
1642,76.0,1617503536,04/03/2021 22:32:16
1643,76.0,1617503538,04/03/2021 22:32:18
1644,76.0,1617503540,04/03/2021 22:32:20
1645,80.0,1617503551,04/03/2021 22:32:31
1646,81.0,1617503553,04/03/2021 22:32:33
1647,83.0,1617503561,04/03/2021 22:32:41
1648,83.0,1617503566,04/03/2021 22:32:46
1649,83.0,1617503567,04/03/2021 22:32:47
1650,83.0,1617503570,04/03/2021 22:32:50
1651,79.0,1617503571,04/03/2021 22:32:51
1652,78.0,1617503572,04/03/2021 22:32:52
1653,79.0,1617503574,04/03/2021 22:32:54
1654,79.0,1617503579,04/03/2021 22:32:59
1655,79.0,1617503583,04/03/2021 22:33:03
1656,78.0,1617503587,04/03/2021 22:33:07
1657,78.0,1617503590,04/03/2021 22:33:10
1658,77.0,1617503593,04/03/2021 22:33:13
1659,75.0,1617503597,04/03/2021 22:33:17
1660,75.0,1617503600,04/03/2021 22:33:20
1661,73.0,1617503617,04/03/2021 22:33:37
1662,73.0,1617503627,04/03/2021 22:33:47
1663,73.0,1617503633,04/03/2021 22:33:53
1664,72.0,1617503633,04/03/2021 22:33:53
1665,72.0,1617503636,04/03/2021 22:33:56
1666,72.0,1617503642,04/03/2021 22:34:02
1667,76.0,1617503649,04/03/2021 22:34:09
1668,74.0,1617503656,04/03/2021 22:34:16
1669,75.0,1617503660,04/03/2021 22:34:20
1670,76.0,1617503660,04/03/2021 22:34:20
1671,76.0,1617503661,04/03/2021 22:34:21
1672,77.0,1617503663,04/03/2021 22:34:23
1673,75.0,1617503692,04/03/2021 22:34:52
1674,76.0,1617503692,04/03/2021 22:34:52
1675,77.0,1617503696,04/03/2021 22:34:56
1676,79.0,1617503711,04/03/2021 22:35:11
1677,77.0,1617503715,04/03/2021 22:35:15
1678,74.0,1617503734,04/03/2021 22:35:34
1679,76.0,1617503736,04/03/2021 22:35:36
1680,75.0,1617503738,04/03/2021 22:35:38
1681,76.0,1617503760,04/03/2021 22:36:00
1682,78.0,1617503774,04/03/2021 22:36:14
1683,78.0,1617503778,04/03/2021 22:36:18
1684,78.0,1617503778,04/03/2021 22:36:18
1685,73.0,1617503834,04/03/2021 22:37:14
1686,73.0,1617503834,04/03/2021 22:37:14
1687,74.0,1617503838,04/03/2021 22:37:18
1688,78.0,1617503861,04/03/2021 22:37:41
1689,78.0,1617503865,04/03/2021 22:37:45
1690,79.0,1617503881,04/03/2021 22:38:01
1691,80.0,1617503882,04/03/2021 22:38:02
1692,80.0,1617503886,04/03/2021 22:38:06
1693,80.0,1617503891,04/03/2021 22:38:11
1694,83.0,1617503901,04/03/2021 22:38:21
1695,83.0,1617503901,04/03/2021 22:38:21
1696,83.0,1617503904,04/03/2021 22:38:24
1697,83.0,1617503905,04/03/2021 22:38:25
1698,82.0,1617503908,04/03/2021 22:38:28
1699,81.0,1617503915,04/03/2021 22:38:35
1700,80.0,1617503916,04/03/2021 22:38:36
1701,80.0,1617503917,04/03/2021 22:38:37
1702,79.0,1617503923,04/03/2021 22:38:43
1703,77.0,1617503929,04/03/2021 22:38:49
1704,76.0,1617503980,04/03/2021 22:39:40
1705,76.0,1617503980,04/03/2021 22:39:40
1706,77.0,1617503984,04/03/2021 22:39:44
1707,80.0,1617504005,04/03/2021 22:40:05
1708,80.0,1617504009,04/03/2021 22:40:09
1709,79.0,1617504041,04/03/2021 22:40:41
1710,84.0,1617504076,04/03/2021 22:41:16
1711,85.0,1617504076,04/03/2021 22:41:16
1712,81.0,1617504097,04/03/2021 22:41:37
1713,80.0,1617504097,04/03/2021 22:41:37
1714,81.0,1617504099,04/03/2021 22:41:39
1715,84.0,1617504114,04/03/2021 22:41:54
1716,87.0,1617504128,04/03/2021 22:42:08
1717,86.0,1617504128,04/03/2021 22:42:08
1718,85.0,1617504137,04/03/2021 22:42:17
1719,83.0,1617504150,04/03/2021 22:42:30
1720,77.0,1617504167,04/03/2021 22:42:47
1721,76.0,1617504169,04/03/2021 22:42:49
1722,75.0,1617504170,04/03/2021 22:42:50
1723,74.0,1617504172,04/03/2021 22:42:52
1724,74.0,1617504174,04/03/2021 22:42:54
1725,84.0,1617504209,04/03/2021 22:43:29
1726,83.0,1617504213,04/03/2021 22:43:33
1727,80.0,1617504267,04/03/2021 22:44:27
1728,82.0,1617504277,04/03/2021 22:44:37
1729,83.0,1617504317,04/03/2021 22:45:17
1730,83.0,1617504353,04/03/2021 22:45:53
1731,85.0,1617504358,04/03/2021 22:45:58
1732,88.0,1617504379,04/03/2021 22:46:19
1733,83.0,1617504401,04/03/2021 22:46:41
1734,81.0,1617504405,04/03/2021 22:46:45
1735,83.0,1617504439,04/03/2021 22:47:19
1736,80.0,1617504439,04/03/2021 22:47:19
1737,79.0,1617504441,04/03/2021 22:47:21
1738,78.0,1617504444,04/03/2021 22:47:24
1739,85.0,1617504478,04/03/2021 22:47:58
1740,85.0,1617504479,04/03/2021 22:47:59
1741,82.0,1617504483,04/03/2021 22:48:03
1742,81.0,1617504483,04/03/2021 22:48:03
1743,79.0,1617504487,04/03/2021 22:48:07
1744,81.0,1617504522,04/03/2021 22:48:42
1745,82.0,1617504527,04/03/2021 22:48:47
1746,78.0,1617504545,04/03/2021 22:49:05
1747,77.0,1617504546,04/03/2021 22:49:06
1748,79.0,1617504550,04/03/2021 22:49:10
1749,80.0,1617504567,04/03/2021 22:49:27
1750,82.0,1617504602,04/03/2021 22:50:02
1751,82.0,1617504606,04/03/2021 22:50:06
1752,80.0,1617504636,04/03/2021 22:50:36
1753,82.0,1617504636,04/03/2021 22:50:36
1754,83.0,1617504646,04/03/2021 22:50:46
1755,75.0,1617504680,04/03/2021 22:51:20
1756,69.0,1617504697,04/03/2021 22:51:37
1757,73.0,1617504714,04/03/2021 22:51:54
1758,71.0,1617504728,04/03/2021 22:52:08
1759,73.0,1617504733,04/03/2021 22:52:13
1760,76.0,1617504760,04/03/2021 22:52:40
1761,75.0,1617504764,04/03/2021 22:52:44
1762,74.0,1617504776,04/03/2021 22:52:56
1763,75.0,1617504778,04/03/2021 22:52:58
1764,75.0,1617504785,04/03/2021 22:53:05
1765,76.0,1617504796,04/03/2021 22:53:16
1766,76.0,1617504798,04/03/2021 22:53:18
1767,76.0,1617504799,04/03/2021 22:53:19
1768,79.0,1617504829,04/03/2021 22:53:49
1769,80.0,1617504830,04/03/2021 22:53:50
1770,80.0,1617504830,04/03/2021 22:53:50
1771,74.0,1617504866,04/03/2021 22:54:26
1772,75.0,1617504868,04/03/2021 22:54:28
1773,82.0,1617504980,04/03/2021 22:56:20
1774,82.0,1617504981,04/03/2021 22:56:21
1775,77.0,1617505002,04/03/2021 22:56:42
1776,77.0,1617505004,04/03/2021 22:56:44
1777,77.0,1617505005,04/03/2021 22:56:45
1778,77.0,1617505007,04/03/2021 22:56:47
1779,77.0,1617505012,04/03/2021 22:56:52
1780,77.0,1617505013,04/03/2021 22:56:53
1781,79.0,1617505031,04/03/2021 22:57:11
1782,79.0,1617505068,04/03/2021 22:57:48
1783,78.0,1617505069,04/03/2021 22:57:49
1784,78.0,1617505070,04/03/2021 22:57:50
1785,62.0,1617505122,04/03/2021 22:58:42
1786,61.0,1617505123,04/03/2021 22:58:43
1787,60.0,1617505124,04/03/2021 22:58:44
1788,59.0,1617505125,04/03/2021 22:58:45
1789,59.0,1617505127,04/03/2021 22:58:47
1790,51.0,1617505168,04/03/2021 22:59:28
1791,52.0,1617505171,04/03/2021 22:59:31
1792,52.0,1617505174,04/03/2021 22:59:34
1793,51.0,1617505175,04/03/2021 22:59:35
1794,79.0,1617505327,04/03/2021 23:02:07
1795,81.0,1617505327,04/03/2021 23:02:07
1796,85.0,1617505341,04/03/2021 23:02:21
1797,85.0,1617505342,04/03/2021 23:02:22
1798,80.0,1617505358,04/03/2021 23:02:38
1799,73.0,1617505384,04/03/2021 23:03:04
1800,72.0,1617505384,04/03/2021 23:03:04
1801,71.0,1617505386,04/03/2021 23:03:06
1802,69.0,1617505415,04/03/2021 23:03:35
1803,70.0,1617505416,04/03/2021 23:03:36
1804,72.0,1617505436,04/03/2021 23:03:56
1805,73.0,1617505436,04/03/2021 23:03:56
1806,74.0,1617505437,04/03/2021 23:03:57
1807,74.0,1617505438,04/03/2021 23:03:58
1808,74.0,1617505439,04/03/2021 23:03:59
1809,75.0,1617505441,04/03/2021 23:04:01
1810,76.0,1617505469,04/03/2021 23:04:29
1811,73.0,1617505534,04/03/2021 23:05:34
1812,74.0,1617505541,04/03/2021 23:05:41
1813,74.0,1617505541,04/03/2021 23:05:41
1814,65.0,1617505698,04/03/2021 23:08:18
1815,66.0,1617505699,04/03/2021 23:08:19
1816,66.0,1617505714,04/03/2021 23:08:34
1817,68.0,1617505768,04/03/2021 23:09:28
1818,68.0,1617505773,04/03/2021 23:09:33
1819,67.0,1617505776,04/03/2021 23:09:36
1820,65.0,1617505840,04/03/2021 23:10:40
1821,83.0,1617505926,04/03/2021 23:12:06
1822,84.0,1617505927,04/03/2021 23:12:07
1823,84.0,1617505928,04/03/2021 23:12:08
1824,73.0,1617505942,04/03/2021 23:12:22
1825,76.0,1617505956,04/03/2021 23:12:36
1826,76.0,1617506040,04/03/2021 23:14:00
1827,76.0,1617506041,04/03/2021 23:14:01
1828,74.0,1617506068,04/03/2021 23:14:28
1829,69.0,1617506221,04/03/2021 23:17:01
1830,68.0,1617506222,04/03/2021 23:17:02
1831,65.0,1617506276,04/03/2021 23:17:56
1832,65.0,1617506279,04/03/2021 23:17:59
1833,63.0,1617506315,04/03/2021 23:18:35
1834,62.0,1617506316,04/03/2021 23:18:36
1835,65.0,1617506368,04/03/2021 23:19:28
1836,64.0,1617506369,04/03/2021 23:19:29
1837,67.0,1617506409,04/03/2021 23:20:09
1838,67.0,1617506410,04/03/2021 23:20:10
1839,65.0,1617506414,04/03/2021 23:20:14
1840,75.0,1617506582,04/03/2021 23:23:02
1841,74.0,1617506582,04/03/2021 23:23:02
1842,74.0,1617506595,04/03/2021 23:23:15
1843,72.0,1617506596,04/03/2021 23:23:16
1844,71.0,1617506597,04/03/2021 23:23:17
1845,67.0,1617506613,04/03/2021 23:23:33
1846,68.0,1617506665,04/03/2021 23:24:25
1847,68.0,1617506666,04/03/2021 23:24:26
1848,68.0,1617506669,04/03/2021 23:24:29
1849,69.0,1617506706,04/03/2021 23:25:06
1850,68.0,1617506823,04/03/2021 23:27:03
1851,74.0,1617506968,04/03/2021 23:29:28
1852,74.0,1617506968,04/03/2021 23:29:28
1853,73.0,1617506969,04/03/2021 23:29:29
1854,68.0,1617507169,04/03/2021 23:32:49
1855,71.0,1617507181,04/03/2021 23:33:01
1856,70.0,1617507182,04/03/2021 23:33:02
1857,70.0,1617507182,04/03/2021 23:33:02
1858,71.0,1617507196,04/03/2021 23:33:16
1859,71.0,1617507213,04/03/2021 23:33:33
1860,70.0,1617507225,04/03/2021 23:33:45
1861,70.0,1617507226,04/03/2021 23:33:46
1862,64.0,1617507268,04/03/2021 23:34:28
1863,43.0,1617507349,04/03/2021 23:35:49
1864,44.0,1617507351,04/03/2021 23:35:51
1865,43.0,1617507411,04/03/2021 23:36:51
1866,83.0,1617507514,04/03/2021 23:38:34
1867,79.0,1617507541,04/03/2021 23:39:01
1868,80.0,1617507548,04/03/2021 23:39:08
1869,80.0,1617507549,04/03/2021 23:39:09
1870,81.0,1617507550,04/03/2021 23:39:10
1871,81.0,1617507553,04/03/2021 23:39:13
1872,73.0,1617507599,04/03/2021 23:39:59
1873,74.0,1617507599,04/03/2021 23:39:59
1874,79.0,1617507781,04/03/2021 23:43:01
1875,78.0,1617507782,04/03/2021 23:43:02
1876,77.0,1617507782,04/03/2021 23:43:02
1877,74.0,1617507798,04/03/2021 23:43:18
1878,69.0,1617507812,04/03/2021 23:43:32
1879,73.0,1617507882,04/03/2021 23:44:42
1880,73.0,1617507882,04/03/2021 23:44:42
1881,73.0,1617507883,04/03/2021 23:44:43
1882,73.0,1617507885,04/03/2021 23:44:45
1883,73.0,1617507886,04/03/2021 23:44:46
1884,74.0,1617507886,04/03/2021 23:44:46
1885,82.0,1617508051,04/03/2021 23:47:31
1886,81.0,1617508052,04/03/2021 23:47:32
1887,80.0,1617508053,04/03/2021 23:47:33
1888,80.0,1617508053,04/03/2021 23:47:33
1889,79.0,1617508054,04/03/2021 23:47:34
1890,78.0,1617508057,04/03/2021 23:47:37
1891,77.0,1617508058,04/03/2021 23:47:38
1892,78.0,1617508060,04/03/2021 23:47:40
1893,79.0,1617508114,04/03/2021 23:48:34
1894,79.0,1617508116,04/03/2021 23:48:36
1895,78.0,1617508397,04/03/2021 23:53:17
1896,78.0,1617508398,04/03/2021 23:53:18
1897,78.0,1617508414,04/03/2021 23:53:34
1898,75.0,1617508494,04/03/2021 23:54:54
1899,76.0,1617508559,04/03/2021 23:55:59
1900,78.0,1617508559,04/03/2021 23:55:59
1901,78.0,1617508560,04/03/2021 23:56:00
1902,75.0,1617508563,04/03/2021 23:56:03
1903,74.0,1617508715,04/03/2021 23:58:35
1904,75.0,1617508716,04/03/2021 23:58:36
1905,69.0,1617508773,04/03/2021 23:59:33
1906,66.0,1617508800,04/04/2021 00:00:00
1907,69.0,1617508856,04/04/2021 00:00:56
1908,70.0,1617508856,04/04/2021 00:00:56
1909,70.0,1617508857,04/04/2021 00:00:57
1910,72.0,1617508863,04/04/2021 00:01:03
1911,73.0,1617508871,04/04/2021 00:01:11
1912,73.0,1617508872,04/04/2021 00:01:12
1913,79.0,1617508963,04/04/2021 00:02:43
1914,79.0,1617508963,04/04/2021 00:02:43
1915,79.0,1617508964,04/04/2021 00:02:44
1916,77.0,1617508966,04/04/2021 00:02:46
1917,73.0,1617509072,04/04/2021 00:04:32
1918,72.0,1617509073,04/04/2021 00:04:33
1919,73.0,1617509074,04/04/2021 00:04:34
1920,70.0,1617509108,04/04/2021 00:05:08
1921,62.0,1617509147,04/04/2021 00:05:47
1922,62.0,1617509148,04/04/2021 00:05:48
1923,63.0,1617509168,04/04/2021 00:06:08
1924,63.0,1617509174,04/04/2021 00:06:14
1925,65.0,1617509174,04/04/2021 00:06:14
1926,66.0,1617509175,04/04/2021 00:06:15
1927,67.0,1617509177,04/04/2021 00:06:17
1928,71.0,1617509426,04/04/2021 00:10:26
1929,76.0,1617509458,04/04/2021 00:10:58
1930,76.0,1617509458,04/04/2021 00:10:58
1931,76.0,1617509460,04/04/2021 00:11:00
1932,71.0,1617509474,04/04/2021 00:11:14
1933,72.0,1617509488,04/04/2021 00:11:28
1934,71.0,1617509490,04/04/2021 00:11:30
1935,74.0,1617509606,04/04/2021 00:13:26
1936,74.0,1617509607,04/04/2021 00:13:27
1937,73.0,1617509608,04/04/2021 00:13:28
1938,76.0,1617509749,04/04/2021 00:15:49
1939,77.0,1617509750,04/04/2021 00:15:50
1940,78.0,1617509752,04/04/2021 00:15:52
1941,79.0,1617509752,04/04/2021 00:15:52
1942,80.0,1617509753,04/04/2021 00:15:53
1943,71.0,1617509911,04/04/2021 00:18:31
1944,70.0,1617509912,04/04/2021 00:18:32
1945,70.0,1617509915,04/04/2021 00:18:35
1946,73.0,1617510023,04/04/2021 00:20:23
1947,74.0,1617510024,04/04/2021 00:20:24
1948,73.0,1617510025,04/04/2021 00:20:25
1949,73.0,1617510026,04/04/2021 00:20:26
1950,72.0,1617510027,04/04/2021 00:20:27
1951,68.0,1617510072,04/04/2021 00:21:12
1952,69.0,1617510089,04/04/2021 00:21:29
1953,70.0,1617510089,04/04/2021 00:21:29
1954,72.0,1617510114,04/04/2021 00:21:54
1955,71.0,1617510115,04/04/2021 00:21:55
1956,72.0,1617510116,04/04/2021 00:21:56
1957,72.0,1617510118,04/04/2021 00:21:58
1958,73.0,1617510119,04/04/2021 00:21:59
1959,71.0,1617510121,04/04/2021 00:22:01
1960,72.0,1617510122,04/04/2021 00:22:02
1961,73.0,1617510138,04/04/2021 00:22:18
1962,73.0,1617510139,04/04/2021 00:22:19
1963,66.0,1617510163,04/04/2021 00:22:43
1964,67.0,1617510165,04/04/2021 00:22:45
1965,72.0,1617510179,04/04/2021 00:22:59
1966,75.0,1617510184,04/04/2021 00:23:04
1967,74.0,1617510186,04/04/2021 00:23:06
1968,73.0,1617510187,04/04/2021 00:23:07
1969,50.0,1617510280,04/04/2021 00:24:40
1970,50.0,1617510283,04/04/2021 00:24:43
1971,50.0,1617510284,04/04/2021 00:24:44
1972,50.0,1617510301,04/04/2021 00:25:01
1973,49.0,1617510302,04/04/2021 00:25:02
1974,50.0,1617510304,04/04/2021 00:25:04
1975,57.0,1617510315,04/04/2021 00:25:15
1976,57.0,1617510319,04/04/2021 00:25:19
1977,58.0,1617510320,04/04/2021 00:25:20
1978,62.0,1617510325,04/04/2021 00:25:25
1979,62.0,1617510325,04/04/2021 00:25:25
1980,63.0,1617510326,04/04/2021 00:25:26
1981,64.0,1617510328,04/04/2021 00:25:28
1982,65.0,1617510328,04/04/2021 00:25:28
1983,66.0,1617510330,04/04/2021 00:25:30
1984,71.0,1617510343,04/04/2021 00:25:43
1985,78.0,1617510359,04/04/2021 00:25:59
1986,78.0,1617510360,04/04/2021 00:26:00
1987,79.0,1617510361,04/04/2021 00:26:01
1988,79.0,1617510362,04/04/2021 00:26:02
1989,79.0,1617510367,04/04/2021 00:26:07
1990,79.0,1617510368,04/04/2021 00:26:08
1991,80.0,1617510369,04/04/2021 00:26:09
1992,84.0,1617510403,04/04/2021 00:26:43
1993,84.0,1617510404,04/04/2021 00:26:44
1994,83.0,1617510405,04/04/2021 00:26:45
1995,85.0,1617510419,04/04/2021 00:26:59
1996,69.0,1617510479,04/04/2021 00:27:59
1997,68.0,1617510539,04/04/2021 00:28:59
1998,70.0,1617510577,04/04/2021 00:29:37
1999,73.0,1617510599,04/04/2021 00:29:59
2000,70.0,1617510613,04/04/2021 00:30:13
2001,71.0,1617510614,04/04/2021 00:30:14
2002,73.0,1617510629,04/04/2021 00:30:29
2003,75.0,1617510659,04/04/2021 00:30:59
2004,73.0,1617510695,04/04/2021 00:31:35
2005,74.0,1617510696,04/04/2021 00:31:36
2006,74.0,1617510697,04/04/2021 00:31:37
2007,72.0,1617510719,04/04/2021 00:31:59
2008,69.0,1617510779,04/04/2021 00:32:59
2009,67.0,1617510809,04/04/2021 00:33:29
2010,67.0,1617510811,04/04/2021 00:33:31
2011,69.0,1617510839,04/04/2021 00:33:59
2012,70.0,1617510899,04/04/2021 00:34:59
2013,69.0,1617510923,04/04/2021 00:35:23
2014,69.0,1617510926,04/04/2021 00:35:26
2015,69.0,1617510926,04/04/2021 00:35:26
2016,67.0,1617510959,04/04/2021 00:35:59
2017,71.0,1617511017,04/04/2021 00:36:57
2018,71.0,1617511017,04/04/2021 00:36:57
2019,77.0,1617511091,04/04/2021 00:38:11
2020,77.0,1617511162,04/04/2021 00:39:22
2021,77.0,1617511167,04/04/2021 00:39:27
2022,76.0,1617511199,04/04/2021 00:39:59
2023,75.0,1617511201,04/04/2021 00:40:01
2024,74.0,1617511201,04/04/2021 00:40:01
2025,74.0,1617511204,04/04/2021 00:40:04
2026,73.0,1617511204,04/04/2021 00:40:04
2027,73.0,1617511208,04/04/2021 00:40:08
2028,73.0,1617511209,04/04/2021 00:40:09
2029,73.0,1617511215,04/04/2021 00:40:15
2030,73.0,1617511215,04/04/2021 00:40:15
2031,68.0,1617511227,04/04/2021 00:40:27
2032,68.0,1617511227,04/04/2021 00:40:27
2033,65.0,1617511410,04/04/2021 00:43:30
2034,65.0,1617511411,04/04/2021 00:43:31
2035,65.0,1617511415,04/04/2021 00:43:35
2036,71.0,1617511504,04/04/2021 00:45:04
2037,71.0,1617511516,04/04/2021 00:45:16
2038,64.0,1617511775,04/04/2021 00:49:35
2039,64.0,1617511776,04/04/2021 00:49:36
2040,66.0,1617511779,04/04/2021 00:49:39
2041,67.0,1617511780,04/04/2021 00:49:40
2042,67.0,1617511799,04/04/2021 00:49:59
