latitude,longitude,altitude,geometry,coordinates,@id,leisure,foot,highway,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,amenity,building,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,name,School System_1,building:levels,phone,website,wheelchair,operator,smoking,fax,access,grades,operator:type,religion,wikidata,amenity_1
,,,Polygon,"-86.906266,40.4656814,-86.9063075,40.4656552,-86.9063341,40.4656266,-86.9063435,40.4655808,-86.9063247,40.4655486,-86.906295,40.4655248,-86.9062512,40.4655141,-86.9058785,40.4655111,-86.9058488,40.4655254,-86.9058151,40.4655492,-86.905801,40.4655826,-86.9058018,40.4656165,-86.9058261,40.4656516,-86.905848,40.4656671,-86.9058879,40.465682,-86.9059349,40.4656826,-86.906028,40.4656076,-86.9060554,40.465607,-86.9061478,40.4656784,-86.9061987,40.4656856,-86.9062441,40.4656856,-86.906266,40.4656814",way/858579315,playground,,,,,,,,,,,,,,,,University Farm Park,,,,,,,,,yes,,,,,
,,,Polygon,"-86.9061499,40.4612175,-86.9062538,40.4612182,-86.9063442,40.4611433,-86.9063451,40.460997,-86.9064896,40.4609147,-86.906158,40.4608857,-86.9061332,40.4611979,-86.9061499,40.4612175",way/858629948,playground,,,,,,,,,,,,,,,,WLES Kindergarten Playground,,,,,,,,,private,,,,,
,,,Polygon,"-86.9077978,40.4724282,-86.907815,40.4724115,-86.907815,40.4723333,-86.9077931,40.4723195,-86.9075588,40.4723202,-86.9075416,40.4723376,-86.9075416,40.4723883,-86.9075416,40.4724166,-86.9075502,40.472426,-86.9077978,40.4724282",way/859066440,playground,,,,,,,,,,,,,,,,Brixford Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.9133458,40.4859223,-86.9133825,40.4858954,-86.9134081,40.4858675,-86.9134069,40.4858341,-86.913192,40.4856827,-86.9131504,40.4856855,-86.9130833,40.4857431,-86.9130955,40.4858016,-86.9131248,40.4858508,-86.9131761,40.4858935,-86.9133458,40.4859223",way/859093514,playground,,,,,,,,,,,,,,,,West Lafayette Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.906344,40.4620861,-86.9067785,40.4620872,-86.908016,40.4620964,-86.9078975,40.4624301,-86.9086737,40.4624389,-86.908686,40.4606164,-86.9063207,40.4606633,-86.9061192,40.4606654,-86.9060708,40.4612447,-86.9063476,40.4612428,-86.906344,40.4620861",way/859100176,,,,West Lafayette,,600,47906,IN,Cumberland Avenue,school,,,,,,,West Lafayette Elementary School,,,,,,,,,,K-3,,,,
,,,Polygon,"-86.9278789,40.4617921,-86.927881,40.4617176,-86.9277634,40.4617157,-86.9277613,40.4617902,-86.9278789,40.4617921",way/859475898,playground,,,,,,,,,,,,,,,,Courthouse Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.9219977,40.4653098,-86.9219965,40.4651945,-86.9218591,40.4651945,-86.9218556,40.4652666,-86.921916,40.4653098,-86.9219977,40.4653098",way/859692713,playground,,,,,,,,,,,,,,,,Amberleigh Village Park,,,,,,,,,,,,,,
,,,Polygon,"-86.9217845,40.465445,-86.9218319,40.4653891,-86.9217158,40.465327,-86.9217039,40.4653243,-86.921672,40.4653846,-86.9217845,40.465445",way/859692714,playground,,,,,,,,,,,,,,,,Amberleigh Village Park,,,,,,,,,,,,,,
,,,Polygon,"-86.9217347,40.465463,-86.9216424,40.4654144,-86.9215997,40.465445,-86.9215689,40.4654639,-86.9215713,40.4654801,-86.9216684,40.4655288,-86.9217347,40.465463",way/859692715,playground,,,,,,,,,,,,,,,,Amberleigh Village Park,,,,,,,,,,,,,,
,,,Polygon,"-86.9029985,40.453901,-86.9030008,40.453105,-86.901587,40.4531025,-86.9016054,40.453648,-86.9019214,40.453655,-86.9019786,40.4537703,-86.9022022,40.4539095,-86.9029985,40.453901",way/859875209,,,,West Lafayette,,2552,47906,IN,Soldiers Home Road,school,,,,,,,Montessori School of Greater Lafayette,,,,http://msgl.org/,,,,,,0-3,,,,
,,,Polygon,"-86.9118489,40.4454558,-86.9122536,40.4451439,-86.9121118,40.4450389,-86.9118206,40.4452662,-86.9116775,40.4451544,-86.9116537,40.4451774,-86.9116567,40.4451971,-86.9116431,40.4452078,-86.9116117,40.4452042,-86.911593,40.4452197,-86.9116748,40.4452983,-86.911693,40.4453213,-86.9117111,40.4453463,-86.9117293,40.4453648,-86.9118489,40.4454558",way/859885724,playground,,,,,,,,,,,,,,,,West Lafayette Community School,,,,,,,,,,,,,,
,,,Polygon,"-86.9162202,40.5001413,-86.9195455,40.5000975,-86.9195391,40.4991055,-86.9205111,40.4991055,-86.920492,40.4971506,-86.9161115,40.4971895,-86.9162202,40.5001413",way/859904776,,,,,,,,,,school,,,,,,,Burnett Creek Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.9193262,40.4994419,-86.919334,40.4990563,-86.9191693,40.4990544,-86.9191578,40.4994397,-86.9193262,40.4994419",way/859904782,playground,,,,,,,,,,,,,,,,Burnett Creek Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.9188944,40.4997768,-86.9189145,40.4997714,-86.9189246,40.4997538,-86.9189174,40.499455,-86.9189088,40.4994441,-86.9188886,40.4994375,-86.9187202,40.4994386,-86.9187043,40.4994441,-86.9186986,40.4994539,-86.9187058,40.4997637,-86.9187124,40.4997731,-86.9187274,40.499779,-86.9188944,40.4997768",way/859904783,playground,,,,,,,,,,,,,,,,Burnett Creek Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.9200896,40.4469554,-86.919936,40.4469509,-86.9199232,40.4472053,-86.9200767,40.4472098,-86.9200896,40.4469554",way/860270031,playground,,,,,,,,,,,,,,,,Faith Christian Preschool West,,,,,,,,,,,,,,
,,,Polygon,"-86.9701312,40.4488539,-86.97003,40.4487442,-86.9699648,40.4487364,-86.9697007,40.4488975,-86.9697693,40.448958,-86.9699347,40.4488737,-86.9699915,40.4489332,-86.9701312,40.4488539",way/861213150,playground,,,,,,,,,,,,,,,,Cousteau Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.8085315,40.4094796,-86.8085666,40.4094485,-86.8085629,40.4092621,-86.8085323,40.4092382,-86.8084431,40.4092398,-86.8084168,40.4092626,-86.8084168,40.409286,-86.8083591,40.4092843,-86.8083569,40.4094485,-86.8084015,40.4094813,-86.8085315,40.4094796",way/862359964,playground,,,,,,,,,,,,,,,,Trotter Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.7965548,40.4115323,-86.7966342,40.4114341,-86.7964915,40.4113673,-86.7964459,40.4114238,-86.7964982,40.4114483,-86.7964645,40.41149,-86.7965548,40.4115323",way/862361941,playground,,,,,,,,,,,,,,,,Bluegrass Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.9069822,40.3949175,-86.9069856,40.3948362,-86.9069538,40.3948258,-86.9069152,40.3948223,-86.9068982,40.3948007,-86.9068755,40.3947938,-86.9068573,40.3948068,-86.9068482,40.3948215,-86.9067199,40.3948258,-86.9067029,40.3948431,-86.9067063,40.3949097,-86.9067313,40.3949348,-86.9068494,40.3949304,-86.9068596,40.3949529,-86.9068834,40.3949624,-86.9069084,40.3949495,-86.9069141,40.3949313,-86.9069822,40.3949175",way/862365391,playground,,,,,,,,,,,,,,,,Crosser Sports Complex,,,,,,,,,,,,,,
,,,Polygon,"-86.9107464,40.4367545,-86.9128097,40.4367961,-86.9128082,40.4351007,-86.9117498,40.4351027,-86.9106818,40.4351047,-86.9107464,40.4367545",way/862470229,,,,,,,,,,school,,,,,,,West Lafayette Junior/Senior High School,,,,,,,,,,,,,,
,,,Polygon,"-86.9009241,40.3452146,-86.897852,40.3452002,-86.8978441,40.3459581,-86.8987995,40.3481508,-86.9009406,40.3481274,-86.9009241,40.3452146",way/862484105,,,,,,,,,,school,,,,,,,Mayflower Mill Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.8987995,40.3481508,-86.9003528,40.352566,-86.9023665,40.3524689,-86.9049254,40.3523657,-86.9040183,40.3496046,-86.903923,40.3488945,-86.9039039,40.3481099,-86.9012888,40.3481236,-86.9009406,40.3481274,-86.8987995,40.3481508",way/862484106,,,,,,,,,,school,,,,,,,Mayflower Mill Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.88042,40.3470914,-86.8757905,40.3471033,-86.8759493,40.3539099,-86.87925,40.3538752,-86.8792545,40.3535833,-86.8789894,40.3535856,-86.8790024,40.3523889,-86.880481,40.3523809,-86.88042,40.3470914",way/866043275,,,,,,,,,,school,,,,,,,Wea Ridge Middle School,,,,,,Tippecanoe County School Corporation,,,,,school,,,
,,,Polygon,"-86.8805298,40.3559791,-86.880481,40.3523809,-86.8790024,40.3523889,-86.8789894,40.3535856,-86.8792545,40.3535833,-86.87925,40.3538752,-86.8759493,40.3539099,-86.875959,40.354822,-86.8760171,40.3551794,-86.8761817,40.3554563,-86.8764748,40.3556603,-86.8786011,40.3558532,-86.8805298,40.3559791",way/866043276,,,,,,,,,,school,,,,,,,Wea Ridge Elementary School,,,,,,Tippecanoe County School Corporation,,,,,school,,,
,,,Polygon,"-86.9072508,40.4631602,-86.9072332,40.4631486,-86.9072116,40.4631419,-86.9071884,40.463141,-86.907166,40.4631458,-86.907147,40.4631559,-86.9071333,40.4631701,-86.9071264,40.463187,-86.907127,40.4632046,-86.9071351,40.4632211,-86.9071498,40.4632348,-86.9071695,40.463244,-86.9071921,40.4632479,-86.9072152,40.4632461,-86.9072362,40.4632386,-86.9072529,40.4632263,-86.9072635,40.4632106,-86.9072668,40.463193,-86.9072624,40.4631756,-86.9072508,40.4631602",way/866460163,playground,,,,,,,,,,,,,,,,Wabash Valley Education Center,,,,,,,,,yes,,,,,
,,,Polygon,"-86.9083477,40.4616381,-86.9081393,40.4616352,-86.9080827,40.461689,-86.9080891,40.4620061,-86.9083554,40.4620071,-86.9085111,40.4619445,-86.9084339,40.461688,-86.9083477,40.4616381",way/866460175,playground,,,,,,,,,,,,,,,,WLES Grade 1-3 Playground,,,,,,,,,private,,,,,
,,,Polygon,"-86.8436223,40.4290133,-86.8414695,40.4277905,-86.8409941,40.4277009,-86.8410003,40.4282665,-86.8409652,40.4284032,-86.8409425,40.4284597,-86.8409075,40.4285116,-86.8402346,40.4292217,-86.8401913,40.4292767,-86.8401644,40.4293207,-86.8401397,40.4293804,-86.8401252,40.4294495,-86.8401314,40.4297967,-86.8411882,40.4297779,-86.8414214,40.429792,-86.8416794,40.4298376,-86.841861,40.4299083,-86.8424389,40.4302414,-86.8427196,40.4299978,-86.8432191,40.4303215,-86.843442,40.4303325,-86.8434585,40.429272,-86.8436223,40.4290133",way/867612669,,,,,,,,,,school,,,,,,,Glen Acres Elementary School,,,,,,,,,,,,,,
,,,Polygon,"-86.8473117,40.4336681,-86.8471567,40.4336064,-86.8471326,40.4336437,-86.8471834,40.4336661,-86.8471442,40.4337169,-86.8471772,40.4337298,-86.847154,40.4337956,-86.847211,40.4338126,-86.8473117,40.4336681",way/867617701,playground,,,,,,,,,,,,,,,,Chauncey Village Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.8523289,40.4273538,-86.8523807,40.4273073,-86.8523523,40.427285,-86.8523681,40.4272736,-86.8523063,40.4272335,-86.8522327,40.427173,-86.8522361,40.4271266,-86.8522143,40.4270999,-86.8522319,40.4270865,-86.85217,40.4270248,-86.8520814,40.4270076,-86.851987,40.427021,-86.8519251,40.4270884,-86.8519502,40.4271609,-86.8520221,40.4271794,-86.8520664,40.4272551,-86.8521266,40.4272456,-86.8522837,40.4273436,-86.8522979,40.4273321,-86.8523289,40.4273538",way/867655753,playground,,,,,,,,,,,,,,,,Munger Park Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.8447966,40.4231274,-86.844716,40.420685,-86.8425388,40.4207004,-86.8425459,40.4212974,-86.8425816,40.4225203,-86.8438244,40.422507,-86.8438391,40.4231375,-86.8447966,40.4231274",way/868180422,,,,,,,,,,school,,,,,,,McCaw Park,,,,,,,,,,,,,,
,,,Polygon,"-86.8931313,40.4098506,-86.8942697,40.4098387,-86.8942279,40.4090001,-86.8942457,40.4088749,-86.8943863,40.40878,-86.8945823,40.4087287,-86.8947645,40.40859,-86.8946853,40.4083337,-86.8943289,40.4080639,-86.8941428,40.4079945,-86.8935547,40.4075483,-86.8934577,40.4074141,-86.8934261,40.4073447,-86.8935191,40.4069332,-86.8930895,40.4069347,-86.8931313,40.4098506",way/868184580,,,,Lafayette,,700,47905,IN,South 4th Street,school,,,,,,,Miller Elementary School,,,,,,Lafayette School Corporation,,,,0-4,,,,
,,,Polygon,"-86.8702907,40.4223835,-86.8702785,40.4221526,-86.8702764,40.4221082,-86.8702549,40.4220854,-86.8702163,40.4220604,-86.8701077,40.4220386,-86.8700205,40.4220473,-86.8699605,40.4220636,-86.8699061,40.4220832,-86.8698318,40.4221246,-86.8698032,40.4221714,-86.8697675,40.422229,-86.8697675,40.4222834,-86.8697889,40.4223335,-86.8698247,40.4223618,-86.8698818,40.4223836,-86.8702907,40.4223835",way/868193110,playground,,,,,,,,,,,,,,,,Lafayette Sunnyside Intermediate School,,,,,,,,,,,,,,
,,,Polygon,"-86.870253,40.4220684,-86.870293,40.4220641,-86.8703145,40.422038,-86.8703059,40.4218073,-86.8702001,40.4217746,-86.8700643,40.4220031,-86.8700657,40.4220293,-86.8701258,40.4220293,-86.8701887,40.4220423,-86.870253,40.4220684",way/868193112,playground,,,,,,,,,,,,,,,,Lafayette Sunnyside Intermediate School,,,,,,,,,,,,,,
,,,Polygon,"-86.8848803,40.4256308,-86.8849367,40.4255788,-86.8849335,40.4255353,-86.8847874,40.4255359,-86.8847628,40.425554,-86.8847731,40.4256308,-86.8848803,40.4256308",way/868402208,playground,,,,,,,,,,,,,,,,Salvation Army Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.8876092,40.4238603,-86.8876116,40.4237219,-86.8876118,40.4237083,-86.887455,40.423707,-86.8874117,40.4237394,-86.887414,40.4238596,-86.8876092,40.4238603",way/868413083,playground,,,,,,,,,,,,,,,,St. James Lutheran School,,,,,,,,,,,,,,
,,,Polygon,"-86.8874142,40.4237235,-86.8874175,40.4234808,-86.8871433,40.4234808,-86.8871406,40.4237796,-86.8873252,40.4237806,-86.8874142,40.4237235",way/868413084,playground,,,,,,,,,,,,,,,,St. James Lutheran School,,,,,,,,,,,,,,
,,,Polygon,"-86.8882681,40.4237186,-86.8882681,40.4234694,-86.8882654,40.4231405,-86.8882606,40.4228252,-86.887925,40.4228282,-86.8869752,40.4228249,-86.8869989,40.4241627,-86.8882887,40.4241574,-86.8882681,40.4237186",way/868413090,,,,,,,,,,school,,,,,,,St. James Lutheran School,,,,,,,,,,,,,,
,,,Polygon,"-86.9258663,40.4618763,-86.9257688,40.4618771,-86.9257692,40.461906,-86.92577,40.4619626,-86.9257811,40.4619626,-86.9257889,40.4619702,-86.9258014,40.4619701,-86.9258124,40.4619633,-86.9258675,40.4619629,-86.9258663,40.4618763",way/882835699,playground,,,,,,,,,,,,,,,,St. James Lutheran School,,,,,,,,,,,,,,
,,,Polygon,"-86.8675872,40.42298,-86.8675859,40.4228614,-86.8675694,40.4228639,-86.8675015,40.4227064,-86.8674849,40.4218959,-86.865557,40.4219186,-86.8655749,40.4227067,-86.866324,40.4227026,-86.8663248,40.4227603,-86.866328,40.4229878,-86.8670869,40.4229831,-86.8675872,40.42298",way/885596375,,,,Lafayette,,525,47904,IN,North 26th Street,school,,,,,,,Lafayette Christian School,,,,,,,,,,,,christian,,
,,,Polygon,"-86.8670869,40.4229831,-86.8670731,40.4228281,-86.8669423,40.4227754,-86.8668454,40.4227555,-86.8663248,40.4227603,-86.866328,40.4229878,-86.8670869,40.4229831",way/885596376,playground,,,,,,,,,,,,,,,,Lafayette Christian School,,,,,,,,,,,,,,
,,,Polygon,"-86.8717935,40.3955801,-86.8718511,40.3977953,-86.8718786,40.3988538,-86.8718873,40.3991896,-86.8718193,40.4013638,-86.8733935,40.4013491,-86.8738226,40.400724,-86.8738204,40.3999749,-86.8764483,40.3999095,-86.876368,40.3961368,-86.8763431,40.3960082,-86.8762933,40.3958584,-86.8762351,40.3957741,-86.8759693,40.3956075,-86.8756223,40.3955617,-86.8752742,40.3955442,-86.8717935,40.3955801",way/885881214,,,,,,,,,,school,,,,,,,Jefferson High School,,,,,,,,,,,,,,
,,,Polygon,"-86.8821124,40.4323746,-86.8821113,40.4321637,-86.8818408,40.4321645,-86.8818419,40.4323754,-86.8821124,40.4323746",way/886256411,playground,,,,,,,,,,,,,,,,Linnwood School,,,,,,,,,,,,,,
,,,Polygon,"-86.8734489,40.4405249,-86.8734501,40.4405051,-86.8735105,40.4404528,-86.8735697,40.4404492,-86.8735697,40.440388,-86.8736064,40.4403853,-86.8736052,40.440333,-86.873462,40.4403348,-86.8734537,40.4403682,-86.8732276,40.4403754,-86.8731897,40.4404655,-86.8732418,40.4404853,-86.8732382,40.4405258,-86.8734489,40.4405249",way/886266198,playground,,,,,,,,,,,,,,,,McAllister Recreation Center,,,,,,,,,,,,,,
,,,Polygon,"-86.9135,40.4670252,-86.9135258,40.4669922,-86.9135341,40.4669718,-86.9135114,40.4668588,-86.9135155,40.4667104,-86.9135444,40.4666334,-86.9135846,40.4665526,-86.9135774,40.4665172,-86.9135475,40.4664905,-86.9135093,40.4664772,-86.9134701,40.4664764,-86.9134237,40.4664945,-86.9133886,40.4665235,-86.9133597,40.4665651,-86.9133524,40.4666067,-86.9133545,40.4666374,-86.9133844,40.4666656,-86.9134071,40.466679,-86.9133752,40.466825,-86.9133359,40.4668384,-86.9133174,40.4668698,-86.9133112,40.4669004,-86.9133163,40.4669491,-86.9133442,40.4669985,-86.9133865,40.4670268,-86.9134247,40.4670417,-86.913468,40.4670362,-86.9135,40.4670252",way/886686658,playground,,,,,,,,,,,,,,,,Peck-Trachtman Park,,,,,,,,,,,,,,
,,,Polygon,"-86.8385133,40.3858364,-86.8385156,40.3857425,-86.8385011,40.3857285,-86.8382482,40.3857256,-86.8382307,40.3857384,-86.8382269,40.3858318,-86.8382429,40.3858475,-86.838498,40.3858515,-86.8385133,40.3858364",way/886774174,playground,,,,,,,,,,,,,,,,YMCA of Lafayette Indiana Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.8377747,40.3859367,-86.8374498,40.3859319,-86.8374477,40.3860293,-86.8377537,40.3860314,-86.8377736,40.3860189,-86.8377747,40.3859367",way/886774176,playground,,,,,,,,,,,,,,,,YMCA of Lafayette Indiana Playground,,,,,,,,,,,,,,
,,,Polygon,"-86.9183683,40.4666928,-86.9184111,40.4666759,-86.9183937,40.466601,-86.9183286,40.466514,-86.918273,40.4664403,-86.918211,40.4663775,-86.9180871,40.4662989,-86.9180046,40.4662458,-86.9179506,40.4662554,-86.9179124,40.4662796,-86.9178918,40.4663279,-86.9179506,40.4664198,-86.9180046,40.4664935,-86.918103,40.4665781,-86.9181888,40.4666348,-86.9182634,40.4666771,-86.9183127,40.4666965,-86.9183683,40.4666928",way/889919505,playground,,,,,,,,,,,,,,,,Amberleigh Village Park,,,,,,,,,,,,,,
,,,Polygon,"-86.9512816,40.3527385,-86.9508596,40.3527434,-86.9508414,40.3527486,-86.9508237,40.3527621,-86.9508265,40.3529265,-86.9508424,40.3529486,-86.9508519,40.352968,-86.9509377,40.3529739,-86.950965,40.3529704,-86.9509795,40.3529711,-86.9509886,40.3529846,-86.9509859,40.353003,-86.9509813,40.3530113,-86.9509891,40.3530168,-86.9511072,40.353022,-86.9511208,40.3530123,-86.9511231,40.352805,-86.9512334,40.352805,-86.9512725,40.352797,-86.9512847,40.3527794,-86.9512816,40.3527385",way/897640774,playground,,,,,,,,,,,,,,,,Shadeland Park,,,,,,Shadeland Parks and Recreation,,,,,,,,
40.4000356,-86.8777867,,Point,,node/358650966,,,,,,,,,,school,,197,157,2/14/1979,432204,18,Cary Home for Children,,,,,,,,,,,,,,
40.4602167,-86.7614475,,Point,,node/358653107,,,,Lafayette,,7501,47905,IN,East 300 North,school,,201,157,10/1/1982,433937,18,East Tipp Middle School,,,,https://etm.tsc.k12.in.us/,,Tippecanoe County School Corporation,,,,,public,,Q5329545,
40.4050356,-86.8911203,,Point,,node/358656257,,,,,,,,,,school,,201,157,2/14/1979,436171,18,Highland School,,,,,,,,,,,,,,
40.4326583,-86.882401,,Point,,node/358658635,,,,,,,,,,school,,174,157,10/1/1982,437973,18,Linnwood Elementary School,,,,,,,,,,,,,,
40.4247581,-86.7566736,,Point,,node/358660261,,,,,,,,,,school,,200,157,2/14/1979,439327,18,Monitor School,,,,,,,,,,,,,,
40.4708676,-86.9905682,,Point,,node/358664222,,,,,,,,,,school,,214,157,2/14/1979,441655,18,Purdue University Agronomy Farm,,,,,,,,,,,,,,
40.4419038,-86.9300225,,Point,,node/358664225,,,,,,,,,,school,,214,157,2/14/1979,441656,18,Purdue University Dairy Farm,,,,,,,,,,,,,,
40.2444811,-86.826673,,Point,,node/358664227,,,,,,,,,,school,,234,157,2/14/1979,441657,18,Purdue University Experimental Farm,,,,,,,,,,,,,,
40.4708681,-86.9208443,,Point,,node/358664231,,,,,,,,,,school,,211,157,2/14/1979,441658,18,Purdue University Farm Center,,,,,,,,,,,,,,
40.428924,-86.9530664,,Point,,node/358664240,,,,,,,,,,school,,204,157,2/14/1979,441661,18,Purdue University Horticulture Farm,,,,,,,,,,,,,,
40.4017022,-86.9397322,,Point,,node/358664252,,,,,,,,,,school,,166,157,2/14/1979,441665,18,Purdue University Veterinarian Farm,,,,,,,,,,,,,,
40.4340142,-86.8750715,,Point,,node/358665942,,,,Lafayette,,1902,47904,,Meharry Street,school,,,,,442658,,Saint Lawrence Elementary School,,,765-742-4450,http://stlaw.lcss.org/,,,,,,,,,,
40.302259,-86.9455637,,Point,,node/358667992,,,,Lafayette,,2100,47909,IN,West 800 South,school,,225,157,10/1/1982,443891,18,Southwestern Junior High School,,,,,,,,,,,,,,
40.3964246,-86.8738977,,Point,,node/358668879,,,,,,,,,,school,,199,157,2/14/1979,444614,18,Tecumseh Junior High School,,,,,,,,,,,,,,
40.338925,-86.8605634,,Point,,node/358670092,,,,,,,,,,school,,196,157,2/14/1979,445587,18,Wea School,,,,,,,,,,,,,,
40.5134935,-86.8291445,,Point,,node/358673336,,,,,,,,,,school,,181,157,10/1/1982,447589,18,Battle Ground Junior High School,,,,,,,,,,,,,,
40.5121767,-86.833671,,Point,,node/358673338,,,,,,,,,,school,,180,157,10/1/1982,447590,18,Battle Ground Elementary School,,,,,,,,,,,,,,
40.3769803,-86.7680624,,Point,,node/358673339,,,,,,,,,,school,,206,157,10/1/1982,447591,18,Dayton Elementary School,,,,,,,,,,,,,,
40.2489249,-86.7222277,,Point,,node/358673341,,,,,,,,,,school,,250,157,10/1/1982,447592,18,Clarks Hill Elementary School,,,,,,,,,,,,,,
40.3769803,-86.7677846,,Point,,node/358680692,,,,,,,,,,school,,206,157,10/1/1982,1964929,18,Township School,,,,,,,,,,,,,,
40.423791,-86.9089845,,Point,,node/1705344772,,,,,,,,,,bar,,,,,,,Harry's Chocolate Shop,,,,,,,,,,,,,,
40.4240455,-86.908341,,Point,,node/1705345050,,,,,,,,,,bar,,,,,,,Brother's,,,,,,,,,,,,,,
40.3985889,-86.8751701,,Point,,node/2104723062,,,,,,,,,,school,,,,,,,Jefferson High School,,,,,,,,,,,,,Q6175493,
40.4139742,-86.8695867,,Point,,node/2104726334,playground,,,,,,,,,,,,,,,,Columbian Park SIA Playground,,,,,,,,,,,,,,
40.42291,-86.9080183,,Point,,node/2472169201,,,,,,,,,,bar,,,,,,,Where Else,,,,,,,,,,,,,,
40.3540546,-86.8789698,,Point,,node/2701489709,playground,,,,,,,,,,,,,,,,Wea Ridge Elementary School Playground,,,,,,,,,,,,,,
40.4187569,-86.8916578,,Point,,node/2873883442,,,,,,,,,,bar,,,,,,,Knickerbocker Saloon,,,,,,,,,,,,,,
40.4240729,-86.9075626,,Point,,node/3200412761,,,,West Lafayette,,208,47906,IN,South Street,bar,,,,,,,Vienna,,,+1 (765) 743-4446,https://www.yelp.com/biz/vienna-espresso-bar-and-bakery-west-lafayette,yes,,,,,,,,,bakery
40.4219299,-86.9046949,,Point,,node/3465410707,,,,West Lafayette,,111,47906,IN,South River Road,bar,,,,,,,The Pint,,,,http://www.thepintwl.com,,,,,,,,,,
40.4189953,-86.8946614,,Point,,node/3523896323,,,,Lafayette,,223,47906,IN,Main Street,bar,,,,,,,Black Sparrow,,,,http://blacksparrowpub.com/,,,,,,,,,,
40.3511513,-86.903208,,Point,,node/4412559099,,,,Lafayette,,4951,47909,IN,Old US Hwy 231,school,,,,,,,McCutcheon High School,,,,https://mhs.tsc.k12.in.us/,,Tippecanoe School Corporation,,,,,,,Q6800814,
40.4658855,-86.9613229,,Point,,node/4412576661,,,,West Lafayette,,3311,47906,IN,Klondike Rd,school,,,,,,,Klondike Elementary School,,,,,,Tippecanoe School Corporation,,,,,,,,
40.3024511,-86.9423775,,Point,,node/4413386714,,,,Lafayette,,2000,47909,IN,West 800 South,school,,,,,,,Mintonye Elementary School,,,,,,Tippecanoe School Corporation,,,,,,,,
40.463677,-86.9688418,,Point,,node/5622789321,playground,,,,,,,,,,,,,,,,Maitland Playground,,,,,,,,,,,,,,
40.4579334,-86.960915,,Point,,node/8122539847,,,,,,,,,,bar,,,,,,,Paradise Pub,,,,,,,,,,,,,,
